title,authors,paper_link,supplementary_link,arxiv_link
GALA: Generating Animatable Layered Assets from a Single Scan,"Taeksoo Kim,



Byungjun Kim,



Shunsuke Saito,



Hanbyul Joo",,,
LeGO: Leveraging a Surface Deformation Network for Animatable Stylized Face Generation with One Example,"Soyeon Yoon,



Kwan Yun,



Kwanggyoon Seo,



Sihun Cha,



Jung Eun Yoo,



Junyong Noh",,,
Frequency-Adaptive Dilated Convolution for Semantic Segmentation,"Linwei Chen,



Lin Gu,



Dezhi Zheng,



Ying Fu",,,
3D Building Reconstruction from Monocular Remote Sensing Images with Multi-level Supervisions,"Weijia Li,



Haote Yang,



Zhenghao Hu,



Juepeng Zheng,



Gui-Song Xia,



Conghui He",,,
PhyScene: Physically Interactable 3D Scene Synthesis for Embodied AI,"Yandan Yang,



Baoxiong Jia,



Peiyuan Zhi,



Siyuan Huang",,,
Generative Latent Coding for Ultra-Low Bitrate Image Compression,"Zhaoyang Jia,



Jiahao Li,



Bin Li,



Houqiang Li,



Yan Lu",,,
Multiple View Geometry Transformers for 3D Human Pose Estimation,"Ziwei Liao,



Jialiang Zhu,



Chunyu Wang,



Han Hu,



Steven L. Waslander",,,
SiTH: Single-view Textured Human Reconstruction with Image-Conditioned Diffusion,"Hsuan- I Ho,



Jie Song,



Otmar Hilliges",,,
Distributionally Generative Augmentation for Fair Facial Attribute Classification,"Fengda Zhang,



Qianpei He,



Kun Kuang,



Jiashuo Liu,



Long Chen,



Chao Wu,



Jun Xiao,



Hanwang Zhang",,,
DynVideo-E: Harnessing Dynamic NeRF for Large-Scale Motion- and View-Change Human-Centric Video Editing,"Jia-Wei Liu,



Yan-Pei Cao,



Jay Zhangjie Wu,



Weijia Mao,



Yuchao Gu,



Rui Zhao,



Jussi Keppo,



Ying Shan,



Mike Zheng Shou",,,
Real-Time Neural BRDF with Spherically Distributed Primitives,"Yishun Dou,



Zhong Zheng,



Qiaoqiao Jin,



Bingbing Ni,



Yugang Chen,



Junxiang Ke",,,
Harnessing Meta-Learning for Improving Full-Frame Video Stabilization,"Muhammad Kashif Ali,



Eun Woo Im,



Dongjin Kim,



Tae Hyun Kim",,,
VideoCrafter2: Overcoming Data Limitations for High-Quality Video Diffusion Models,"Haoxin Chen,



Yong Zhang,



Xiaodong Cun,



Menghan Xia,



Xintao Wang,



Chao Weng,



Ying Shan",,,
From SAM to CAMs: Exploring Segment Anything Model for Weakly Supervised Semantic Segmentation,"Hyeokjun Kweon,



Kuk-Jin Yoon",,,
Boosting Flow-based Generative Super-Resolution Models via Learned Prior,"Li-Yuan Tsao,



Yi-Chen Lo,



Chia-Che Chang,



Hao-Wei Chen,



Roy Tseng,



Chien Feng,



Chun-Yi Lee",,,
How to Handle Sketch-Abstraction in Sketch-Based Image Retrieval?,"Subhadeep Koley,



Ayan Kumar Bhunia,



Aneeshan Sain,



Pinaki Nath Chowdhury,



Tao Xiang,



Yi-Zhe Song",,,
What You See is What You GAN: Rendering Every Pixel for High-Fidelity Geometry in 3D GANs,"Alex Trevithick,



Matthew Chan,



Towaki Takikawa,



Umar Iqbal,



Shalini De Mello,



Manmohan Chandraker,



Ravi Ramamoorthi,



Koki Nagano",,,
Style Injection in Diffusion: A Training-free Approach for Adapting Large-scale Diffusion Models for Style Transfer,"Jiwoo Chung,



Sangeek Hyun,



Jae-Pil Heo",,,
Towards Robust Learning to Optimize with Theoretical Guarantees,"Qingyu Song,



Wei Lin,



Juncheng Wang,



Hong Xu",,,
Differentiable Neural Surface Refinement for Modeling Transparent Objects,"Weijian Deng,



Dylan Campbell,



Chunyi Sun,



Shubham Kanitkar,



Matthew E. Shaffer,



Stephen Gould",,,
OrthCaps: An Orthogonal CapsNet with Sparse Attention Routing and Pruning,"Xinyu Geng,



Jiaming Wang,



Jiawei Gong,



Yuerong Xue,



Jun Xu,



Fanglin Chen,



Xiaolin Huang",,,
ProS: Prompting-to-simulate Generalized knowledge for Universal Cross-Domain Retrieval,"Kaipeng Fang,



Jingkuan Song,



Lianli Gao,



Pengpeng Zeng,



Zhi-Qi Cheng,



Xiyao Li,



Heng Tao Shen",,,
Florence-2: Advancing a Unified Representation for a Variety of Vision Tasks,"Bin Xiao,



Haiping Wu,



Weijian Xu,



Xiyang Dai,



Houdong Hu,



Yumao Lu,



Michael Zeng,



Ce Liu,



Lu Yuan",,,
NeRF On-the-go: Exploiting Uncertainty for Distractor-free NeRFs in the Wild,"Weining Ren,



Zihan Zhu,



Boyang Sun,



Jiaqi Chen,



Marc Pollefeys,



Songyou Peng",,,
3D Human Pose Perception from Egocentric Stereo Videos,"Hiroyasu Akada,



Jian Wang,



Vladislav Golyanik,



Christian Theobalt",,,
Grid Diffusion Models for Text-to-Video Generation,"Taegyeong Lee,



Soyeong Kwon,



Taehwan Kim",,,
Boosting Object Detection with Zero-Shot Day-Night Domain Adaptation,"Zhipeng Du,



Miaojing Shi,



Jiankang Deng",,,
LucidDreamer: Towards High-Fidelity Text-to-3D Generation via Interval Score Matching,"Yixun Liang,



Xin Yang,



Jiantao Lin,



Haodong Li,



Xiaogang Xu,



Yingcong Chen",,,
PTM-VQA: Efficient Video Quality Assessment Leveraging Diverse PreTrained Models from the Wild,"Kun Yuan,



Hongbo Liu,



Mading Li,



Muyi Sun,



Ming Sun,



Jiachao Gong,



Jinhua Hao,



Chao Zhou,



Yansong Tang",,,
Versatile Medical Image Segmentation Learned from Multi-Source Datasets via Model Self-Disambiguation,"Xiaoyang Chen,



Hao Zheng,



Yuemeng Li,



Yuncong Ma,



Liang Ma,



Hongming Li,



Yong Fan",,,
Improving Generalization via Meta-Learning on Hard Samples,"Nishant Jain,



Arun S. Suggala,



Pradeep Shenoy",,,
Align and Aggregate: Compositional Reasoning with Video Alignment and Answer Aggregation for Video Question-Answering,"Zhaohe Liao,



Jiangtong Li,



Li Niu,



Liqing Zhang",,,
REACTO: Reconstructing Articulated Objects from a Single Video,"Chaoyue Song,



Jiacheng Wei,



Chuan Sheng Foo,



Guosheng Lin,



Fayao Liu",,,
Egocentric Whole-Body Motion Capture with FisheyeViT and Diffusion-Based Motion Refinement,"Jian Wang,



Zhe Cao,



Diogo Luvizon,



Lingjie Liu,



Kripasindhu Sarkar,



Danhang Tang,



Thabo Beeler,



Christian Theobalt",,,
Language Embedded 3D Gaussians for Open-Vocabulary Scene Understanding,"Jin-Chuan Shi,



Miao Wang,



Hao-Bin Duan,



Shao-Hua Guan",,,
Towards Automated Movie Trailer Generation,"Dawit Mureja Argaw,



Mattia Soldan,



Alejandro Pardo,



Chen Zhao,



Fabian Caba Heilbron,



Joon Son Chung,



Bernard Ghanem",,,
Differentiable Information Bottleneck for Deterministic Multi-view Clustering,"Xiaoqiang Yan,



Zhixiang Jin,



Fengshou Han,



Yangdong Ye",,,
Sheared Backpropagation for Fine-tuning Foundation Models,"Zhiyuan Yu,



Li Shen,



Liang Ding,



Xinmei Tian,



Yixin Chen,



Dacheng Tao",,,
Action-slot: Visual Action-centric Representations for Multi-label Atomic Activity Recognition in Traffic Scenes,"Chi-Hsi Kung,



Shu-Wei Lu,



Yi-Hsuan Tsai,



Yi-Ting Chen",,,
Animatable Gaussians: Learning Pose-dependent Gaussian Maps for High-fidelity Human Avatar Modeling,"Zhe Li,



Zerong Zheng,



Lizhen Wang,



Yebin Liu",,,
Latency Correction for Event-guided Deblurring and Frame Interpolation,"Yixin Yang,



Jinxiu Liang,



Bohan Yu,



Yan Chen,



Jimmy S. Ren,



Boxin Shi",,,
Retraining-Free Model Quantization via One-Shot Weight-Coupling Learning,"Chen Tang,



Yuan Meng,



Jiacheng Jiang,



Shuzhao Xie,



Rongwei Lu,



Xinzhu Ma,



Zhi Wang,



Wenwu Zhu",,,
EVCap: Retrieval-Augmented Image Captioning with External Visual-Name Memory for Open-World Comprehension,"Jiaxuan Li,



Duc Minh Vo,



Akihiro Sugimoto,



Hideki Nakayama",,,
SIFU: Side-view Conditioned Implicit Function for Real-world Usable Clothed Human Reconstruction,"Zechuan Zhang,



Zongxin Yang,



Yi Yang",,,
WinSyn: : A High Resolution Testbed for Synthetic Data,"Tom Kelly,



John Femiani,



Peter Wonka",,,
Autoregressive Queries for Adaptive Tracking with Spatio-Temporal Transformers,"Jinxia Xie,



Bineng Zhong,



Zhiyi Mo,



Shengping Zhang,



Liangtao Shi,



Shuxiang Song,



Rongrong Ji",,,
Misalignment-Robust Frequency Distribution Loss for Image Transformation,"Zhangkai Ni,



Juncheng Wu,



Zian Wang,



Wenhan Yang,



Hanli Wang,



Lin Ma",,,
Language-aware Visual Semantic Distillation for Video Question Answering,"Bo Zou,



Chao Yang,



Yu Qiao,



Chengbin Quan,



Youjian Zhao",,,
Lane2Seq: Towards Unified Lane Detection via Sequence Generation,Kunyang Zhou,,,
Disentangled Prompt Representation for Domain Generalization,"De Cheng,



Zhipeng Xu,



Xinyang Jiang,



Nannan Wang,



Dongsheng Li,



Xinbo Gao",,,
Abductive Ego-View Accident Video Understanding for Safe Driving Perception,"Jianwu Fang,



Lei-lei Li,



Junfei Zhou,



Junbin Xiao,



Hongkai Yu,



Chen Lv,



Jianru Xue,



Tat-Seng Chua",,,
Cross-spectral Gated-RGB Stereo Depth Estimation,"Samuel Brucker,



Stefanie Walz,



Mario Bijelic,



Felix Heide",,,
KVQ: Kwai Video Quality Assessment for Short-form Videos,"Yiting Lu,



Xin Li,



Yajing Pei,



Kun Yuan,



Qizhi Xie,



Yunpeng Qu,



Ming Sun,



Chao Zhou,



Zhibo Chen",,,
Degrees of Freedom Matter: Inferring Dynamics from Point Trajectories,"Yan Zhang,



Sergey Prokudin,



Marko Mihajlovic,



Qianli Ma,



Siyu Tang",,,
LEMON: Learning 3D Human-Object Interaction Relation from 2D Images,"Yuhang Yang,



Wei Zhai,



Hongchen Luo,



Yang Cao,



Zheng-Jun Zha",,,
Low-Latency Neural Stereo Streaming,"Qiqi Hou,



Farzad Farhadzadeh,



Amir Said,



Guillaume Sautiere,



Hoang Le",,,
Understanding Video Transformers via Universal Concept Discovery,"Matthew Kowal,



Achal Dave,



Rares Ambrus,



Adrien Gaidon,



Konstantinos G. Derpanis,



Pavel Tokmakov",,,
Exploring the Transferability of Visual Prompting for Multimodal Large Language Models,"Yichi Zhang,



Yinpeng Dong,



Siyuan Zhang,



Tianzan Min,



Hang Su,



Jun Zhu",,,
PointOBB: Learning Oriented Object Detection via Single Point Supervision,"Junwei Luo,



Xue Yang,



Yi Yu,



Qingyun Li,



Junchi Yan,



Yansheng Li",,,
Intrinsic Image Diffusion for Indoor Single-view Material Estimation,"Peter Kocsis,



Vincent Sitzmann,



Matthias Nießner",,,
SHAP-EDITOR: Instruction-Guided Latent 3D Editing in Seconds,"Minghao Chen,



Junyu Xie,



Iro Laina,



Andrea Vedaldi",,,
HyperSDFusion: Bridging Hierarchical Structures in Language and Geometry for Enhanced 3D Text2Shape Generation,"Zhiying Leng,



Tolga Birdal,



Xiaohui Liang,



Federico Tombari",,,
OmniParser: A Unified Framework for Text Spotting Key Information Extraction and Table Recognition,"Jianqiang Wan,



Sibo Song,



Wenwen Yu,



Yuliang Liu,



Wenqing Cheng,



Fei Huang,



Xiang Bai,



Cong Yao,



Zhibo Yang",,,
Are Conventional SNNs Really Efficient? A Perspective from Network Quantization,"Guobin Shen,



Dongcheng Zhao,



Tenglong Li,



Jindong Li,



Yi Zeng",,,
Training Like a Medical Resident: Context-Prior Learning Toward Universal Medical Image Segmentation,Yunhe Gao,,,
Material Palette: Extraction of Materials from a Single Image,"Ivan Lopes,



Fabio Pizzati,



Raoul de Charette",,,
Initialization Matters for Adversarial Transfer Learning,"Andong Hua,



Jindong Gu,



Zhiyu Xue,



Nicholas Carlini,



Eric Wong,



Yao Qin",,,
RealCustom: Narrowing Real Text Word for Real-Time Open-Domain Text-to-Image Customization,"Mengqi Huang,



Zhendong Mao,



Mingcong Liu,



Qian He,



Yongdong Zhang",,,
MicroDiffusion: Implicit Representation-Guided Diffusion for 3D Reconstruction from Limited 2D Microscopy Projections,"Mude Hui,



Zihao Wei,



Hongru Zhu,



Fei Xia,



Yuyin Zhou",,,
Task-Conditioned Adaptation of Visual Features in Multi-Task Policy Learning,"Pierre Marza,



Laetitia Matignon,



Olivier Simonin,



Christian Wolf",,,
L0-Sampler: An L0 Model Guided Volume Sampling for NeRF,"Liangchen Li,



Juyong Zhang",,,
Hybrid Proposal Refiner: Revisiting DETR Series from the Faster R-CNN Perspective,"Jinjing Zhao,



Fangyun Wei,



Chang Xu",,,
Practical Measurements of Translucent Materials with Inter-Pixel Translucency Prior,"Zhenyu Chen,



Jie Guo,



Shuichang Lai,



Ruoyu Fu,



Mengxun Kong,



Chen Wang,



Hongyu Sun,



Zhebin Zhang,



Chen Li,



Yanwen Guo",,,
TurboSL: Dense Accurate and Fast 3D by Neural Inverse Structured Light,"Parsa Mirdehghan,



Maxx Wu,



Wenzheng Chen,



David B. Lindell,



Kiriakos N. Kutulakos",,,
Text2QR: Harmonizing Aesthetic Customization and Scanning Robustness for Text-Guided QR Code Generation,"Guangyang Wu,



Xiaohong Liu,



Jun Jia,



Xuehao Cui,



Guangtao Zhai",,,
GS-IR: 3D Gaussian Splatting for Inverse Rendering,"Zhihao Liang,



Qi Zhang,



Ying Feng,



Ying Shan,



Kui Jia",,,
SynFog: A Photo-realistic Synthetic Fog Dataset based on End-to-end Imaging Simulation for Advancing Real-World Defogging in Autonomous Driving,"Yiming Xie,



Henglu Wei,



Zhenyi Liu,



Xiaoyu Wang,



Xiangyang Ji",,,
Video Harmonization with Triplet Spatio-Temporal Variation Patterns,"Zonghui Guo,



Xinyu Han,



Jie Zhang,



Shiguang Shan,



Haiyong Zheng",,,
TRINS: Towards Multimodal Language Models that Can Read,"Ruiyi Zhang,



Yanzhe Zhang,



Jian Chen,



Yufan Zhou,



Jiuxiang Gu,



Changyou Chen,



Tong Sun",,,
Self-Supervised Representation Learning from Arbitrary Scenarios,"Zhaowen Li,



Yousong Zhu,



Zhiyang Chen,



Zongxin Gao,



Rui Zhao,



Chaoyang Zhao,



Ming Tang,



Jinqiao Wang",,,
Improved Zero-Shot Classification by Adapting VLMs with Text Descriptions,"Oindrila Saha,



Grant Van Horn,



Subhransu Maji",,,
Living Scenes: Multi-object Relocalization and Reconstruction in Changing 3D Environments,"Liyuan Zhu,



Shengyu Huang,



Konrad Schindler,



Iro Armeni",,,
CricaVPR: Cross-image Correlation-aware Representation Learning for Visual Place Recognition,"Feng Lu,



Xiangyuan Lan,



Lijun Zhang,



Dongmei Jiang,



Yaowei Wang,



Chun Yuan",,,
ECLIPSE: A Resource-Efficient Text-to-Image Prior for Image Generations,"Maitreya Patel,



Changhoon Kim,



Sheng Cheng,



Chitta Baral,



Yezhou Yang",,,
Adaptive Bidirectional Displacement for Semi-Supervised Medical Image Segmentation,"Hanyang Chi,



Jian Pang,



Bingfeng Zhang,



Weifeng Liu",,,
Accurate Training Data for Occupancy Map Prediction in Automated Driving Using Evidence Theory,"Jonas Kälble,



Sascha Wirges,



Maxim Tatarchenko,



Eddy Ilg",,,
DiffusionLight: Light Probes for Free by Painting a Chrome Ball,"Pakkapon Phongthawee,



Worameth Chinchuthakun,



Nontaphat Sinsunthithet,



Varun Jampani,



Amit Raj,



Pramook Khungurn,



Supasorn Suwajanakorn",,,
Instance-level Expert Knowledge and Aggregate Discriminative Attention for Radiology Report Generation,"Shenshen Bu,



Taiji Li,



Yuedong Yang,



Zhiming Dai",,,
Task-Adaptive Saliency Guidance for Exemplar-free Class Incremental Learning,"Xialei Liu,



Jiang-Tian Zhai,



Andrew D. Bagdanov,



Ke Li,



Ming-Ming Cheng",,,
Rethinking the Spatial Inconsistency in Classifier-Free Diffusion Guidance,"Dazhong Shen,



Guanglu Song,



Zeyue Xue,



Fu-Yun Wang,



Yu Liu",,,
Language-driven All-in-one Adverse Weather Removal,"Hao Yang,



Liyuan Pan,



Yan Yang,



Wei Liang",,,
Each Test Image Deserves A Specific Prompt: Continual Test-Time Adaptation for 2D Medical Image Segmentation,"Ziyang Chen,



Yongsheng Pan,



Yiwen Ye,



Mengkang Lu,



Yong Xia",,,
KTPFormer: Kinematics and Trajectory Prior Knowledge-Enhanced Transformer for 3D Human Pose Estimation,"Jihua Peng,



Yanghong Zhou,



P. Y. Mok",,,
MAPLM: A Real-World Large-Scale Vision-Language Benchmark for Map and Traffic Scene Understanding,"Xu Cao,



Tong Zhou,



Yunsheng Ma,



Wenqian Ye,



Can Cui,



Kun Tang,



Zhipeng Cao,



Kaizhao Liang,



Ziran Wang,



James M. Rehg,



Chao Zheng",,,
EgoExoLearn: A Dataset for Bridging Asynchronous Ego- and Exo-centric View of Procedural Activities in Real World,"Yifei Huang,



Guo Chen,



Jilan Xu,



Mingfang Zhang,



Lijin Yang,



Baoqi Pei,



Hongjie Zhang,



Lu Dong,



Yali Wang,



Limin Wang,



Yu Qiao",,,
Differentiable Micro-Mesh Construction,"Yishun Dou,



Zhong Zheng,



Qiaoqiao Jin,



Rui Shi,



Yuhan Li,



Bingbing Ni",,,
Improved Implicit Neural Representation with Fourier Reparameterized Training,"Kexuan Shi,



Xingyu Zhou,



Shuhang Gu",,,
SNED: Superposition Network Architecture Search for Efficient Video Diffusion Model,"Zhengang Li,



Yan Kang,



Yuchen Liu,



Difan Liu,



Tobias Hinz,



Feng Liu,



Yanzhi Wang",,,
Groupwise Query Specialization and Quality-Aware Multi-Assignment for Transformer-based Visual Relationship Detection,"Jongha Kim,



Jihwan Park,



Jinyoung Park,



Jinyoung Kim,



Sehyung Kim,



Hyunwoo J. Kim",,,
LeftRefill: Filling Right Canvas based on Left Reference through Generalized Text-to-Image Diffusion Model,"Chenjie Cao,



Yunuo Cai,



Qiaole Dong,



Yikai Wang,



Yanwei Fu",,,
Personalized Residuals for Concept-Driven Text-to-Image Generation,"Cusuh Ham,



Matthew Fisher,



James Hays,



Nicholas Kolkin,



Yuchen Liu,



Richard Zhang,



Tobias Hinz",,,
Condition-Aware Neural Network for Controlled Image Generation,"Han Cai,



Muyang Li,



Qinsheng Zhang,



Ming-Yu Liu,



Song Han",,,
Versatile Navigation Under Partial Observability via Value-guided Diffusion Policy,"Gengyu Zhang,



Hao Tang,



Yan Yan",,,
All in One Framework for Multimodal Re-identification in the Wild,"He Li,



Mang Ye,



Ming Zhang,



Bo Du",,,
Looking 3D: Anomaly Detection with 2D-3D Alignment,"Ankan Bhunia,



Changjian Li,



Hakan Bilen",,,
Purified and Unified Steganographic Network,"Guobiao Li,



Sheng Li,



Zicong Luo,



Zhenxing Qian,



Xinpeng Zhang",,,
VS: Reconstructing Clothed 3D Human from Single Image via Vertex Shift,"Leyuan Liu,



Yuhan Li,



Yunqi Gao,



Changxin Gao,



Yuanyuan Liu,



Jingying Chen",,,
PARA-Drive: Parallelized Architecture for Real-time Autonomous Driving,"Xinshuo Weng,



Boris Ivanovic,



Yan Wang,



Yue Wang,



Marco Pavone",,,
TEA: Test-time Energy Adaptation,"Yige Yuan,



Bingbing Xu,



Liang Hou,



Fei Sun,



Huawei Shen,



Xueqi Cheng",,,
NEAT: Distilling 3D Wireframes from Neural Attraction Fields,"Nan Xue,



Bin Tan,



Yuxi Xiao,



Liang Dong,



Gui-Song Xia,



Tianfu Wu,



Yujun Shen",,,
Prompt Augmentation for Self-supervised Text-guided Image Manipulation,"Rumeysa Bodur,



Binod Bhattarai,



Tae-Kyun Kim",,,
Pink: Unveiling the Power of Referential Comprehension for Multi-modal LLMs,"Shiyu Xuan,



Qingpei Guo,



Ming Yang,



Shiliang Zhang",,,
LDP: Language-driven Dual-Pixel Image Defocus Deblurring Network,"Hao Yang,



Liyuan Pan,



Yan Yang,



Richard Hartley,



Miaomiao Liu",,,
MMSum: A Dataset for Multimodal Summarization and Thumbnail Generation of Videos,"Jielin Qiu,



Jiacheng Zhu,



William Han,



Aditesh Kumar,



Karthik Mittal,



Claire Jin,



Zhengyuan Yang,



Linjie Li,



Jianfeng Wang,



Ding Zhao,



Bo Li,



Lijuan Wang",,,
HalluciDoctor: Mitigating Hallucinatory Toxicity in Visual Instruction Data,"Qifan Yu,



Juncheng Li,



Longhui Wei,



Liang Pang,



Wentao Ye,



Bosheng Qin,



Siliang Tang,



Qi Tian,



Yueting Zhuang",,,
Pre-trained Vision and Language Transformers Are Few-Shot Incremental Learners,"Keon-Hee Park,



Kyungwoo Song,



Gyeong-Moon Park",,,
Guess The Unseen: Dynamic 3D Scene Reconstruction from Partial 2D Glimpses,"Inhee Lee,



Byungjun Kim,



Hanbyul Joo",,,
C^2RV: Cross-Regional and Cross-View Learning for Sparse-View CBCT Reconstruction,"Yiqun Lin,



Jiewen Yang,



Hualiang Wang,



Xinpeng Ding,



Wei Zhao,



Xiaomeng Li",,,
HyperDreamBooth: HyperNetworks for Fast Personalization of Text-to-Image Models,"Nataniel Ruiz,



Yuanzhen Li,



Varun Jampani,



Wei Wei,



Tingbo Hou,



Yael Pritch,



Neal Wadhwa,



Michael Rubinstein,



Kfir Aberman",,,
Language-guided Image Reflection Separation,"Haofeng Zhong,



Yuchen Hong,



Shuchen Weng,



Jinxiu Liang,



Boxin Shi",,,
HardMo: A Large-Scale Hardcase Dataset for Motion Capture,"Jiaqi Liao,



Chuanchen Luo,



Yinuo Du,



Yuxi Wang,



Xucheng Yin,



Man Zhang,



Zhaoxiang Zhang,



Junran Peng",,,
View-Category Interactive Sharing Transformer for Incomplete Multi-View Multi-Label Learning,"Shilong Ou,



Zhe Xue,



Yawen Li,



Meiyu Liang,



Yuanqiang Cai,



Junjiang Wu",,,
The More You See in 2D the More You Perceive in 3D,"Xinyang Han,



Zelin Gao,



Angjoo Kanazawa,



Shubham Goel,



Yossi Gandelsman",,,
GLiDR: Topologically Regularized Graph Generative Network for Sparse LiDAR Point Clouds,"Prashant Kumar,



Kshitij Madhav Bhat,



Vedang Bhupesh Shenvi Nadkarni,



Prem Kalra",,,
Separate and Conquer: Decoupling Co-occurrence via Decomposition and Representation for Weakly Supervised Semantic Segmentation,"Zhiwei Yang,



Kexue Fu,



Minghong Duan,



Linhao Qu,



Shuo Wang,



Zhijian Song",,,
BiPer: Binary Neural Networks using a Periodic Function,"Edwin Vargas,



Claudia V. Correa,



Carlos Hinojosa,



Henry Arguello",,,
Unifying Automatic and Interactive Matting with Pretrained ViTs,"Zixuan Ye,



Wenze Liu,



He Guo,



Yujia Liang,



Chaoyi Hong,



Hao Lu,



Zhiguo Cao",,,
Segment Any Event Streams via Weighted Adaptation of Pivotal Tokens,"Zhiwen Chen,



Zhiyu Zhu,



Yifan Zhang,



Junhui Hou,



Guangming Shi,



Jinjian Wu",,,
AnyDoor: Zero-shot Object-level Image Customization,"Xi Chen,



Lianghua Huang,



Yu Liu,



Yujun Shen,



Deli Zhao,



Hengshuang Zhao",,,
Commonsense Prototype for Outdoor Unsupervised 3D Object Detection,"Hai Wu,



Shijia Zhao,



Xun Huang,



Chenglu Wen,



Xin Li,



Cheng Wang",,,
Lookahead Exploration with Neural Radiance Representation for Continuous Vision-Language Navigation,"Zihan Wang,



Xiangyang Li,



Jiahao Yang,



Yeqi Liu,



Junjie Hu,



Ming Jiang,



Shuqiang Jiang",,,
Clustering Propagation for Universal Medical Image Segmentation,"Yuhang Ding,



Liulei Li,



Wenguan Wang,



Yi Yang",,,
MoPE-CLIP: Structured Pruning for Efficient Vision-Language Models with Module-wise Pruning Error Metric,"Haokun Lin,



Haoli Bai,



Zhili Liu,



Lu Hou,



Muyi Sun,



Linqi Song,



Ying Wei,



Zhenan Sun",,,
Learning Vision from Models Rivals Learning Vision from Data,"Yonglong Tian,



Lijie Fan,



Kaifeng Chen,



Dina Katabi,



Dilip Krishnan,



Phillip Isola",,,
Leveraging Frame Affinity for sRGB-to-RAW Video De-rendering,"Chen Zhang,



Wencheng Han,



Yang Zhou,



Jianbing Shen,



Cheng-zhong Xu,



Wentao Liu",,,
Adapting Short-Term Transformers for Action Detection in Untrimmed Videos,"Min Yang,



Huan Gao,



Ping Guo,



Limin Wang",,,
The Mirrored Influence Hypothesis: Efficient Data Influence Estimation by Harnessing Forward Passes,"Myeongseob Ko,



Feiyang Kang,



Weiyan Shi,



Ming Jin,



Zhou Yu,



Ruoxi Jia",,,
SOAC: Spatio-Temporal Overlap-Aware Multi-Sensor Calibration using Neural Radiance Fields,"Quentin Herau,



Nathan Piasco,



Moussab Bennehar,



Luis Roldao,



Dzmitry Tsishkou,



Cyrille Migniot,



Pascal Vasseur,



Cédric Demonceaux",,,
G^3-LQ: Marrying Hyperbolic Alignment with Explicit Semantic-Geometric Modeling for 3D Visual Grounding,"Yuan Wang,



Yali Li,



Shengjin Wang",,,
Garment Recovery with Shape and Deformation Priors,"Ren Li,



Corentin Dumery,



Benoît Guillard,



Pascal Fua",,,
Psychometry: An Omnifit Model for Image Reconstruction from Human Brain Activity,"Ruijie Quan,



Wenguan Wang,



Zhibo Tian,



Fan Ma,



Yi Yang",,,
Exploring Regional Clues in CLIP for Zero-Shot Semantic Segmentation,"Yi Zhang,



Meng-Hao Guo,



Miao Wang,



Shi-Min Hu",,,
Move as You Say Interact as You Can: Language-guided Human Motion Generation with Scene Affordance,"Zan Wang,



Yixin Chen,



Baoxiong Jia,



Puhao Li,



Jinlu Zhang,



Jingze Zhang,



Tengyu Liu,



Yixin Zhu,



Wei Liang,



Siyuan Huang",,,
Choose What You Need: Disentangled Representation Learning for Scene Text Recognition Removal and Editing,"Boqiang Zhang,



Hongtao Xie,



Zuan Gao,



Yuxin Wang",,,
Generalizable Face Landmarking Guided by Conditional Face Warping,"Jiayi Liang,



Haotian Liu,



Hongteng Xu,



Dixin Luo",,,
Sat2Scene: 3D Urban Scene Generation from Satellite Images with Diffusion,"Zuoyue Li,



Zhenqiang Li,



Zhaopeng Cui,



Marc Pollefeys,



Martin R. Oswald",,,
Control4D: Efficient 4D Portrait Editing with Text,"Ruizhi Shao,



Jingxiang Sun,



Cheng Peng,



Zerong Zheng,



Boyao Zhou,



Hongwen Zhang,



Yebin Liu",,,
Symphonize 3D Semantic Scene Completion with Contextual Instance Queries,"Haoyi Jiang,



Tianheng Cheng,



Naiyu Gao,



Haoyang Zhang,



Tianwei Lin,



Wenyu Liu,



Xinggang Wang",,,
Loopy-SLAM: Dense Neural SLAM with Loop Closures,"Lorenzo Liso,



Erik Sandström,



Vladimir Yugay,



Luc Van Gool,



Martin R. Oswald",,,
CLIPtone: Unsupervised Learning for Text-based Image Tone Adjustment,"Hyeongmin Lee,



Kyoungkook Kang,



Jungseul Ok,



Sunghyun Cho",,,
ToonerGAN: Reinforcing GANs for Obfuscating Automated Facial Indexing,"Kartik Thakral,



Shashikant Prasad,



Stuti Aswani,



Mayank Vatsa,



Richa Singh",,,
Content-Adaptive Non-Local Convolution for Remote Sensing Pansharpening,"Yule Duan,



Xiao Wu,



Haoyu Deng,



Liang-Jian Deng",,,
Codebook Transfer with Part-of-Speech for Vector-Quantized Image Modeling,"Baoquan Zhang,



Huaibin Wang,



Chuyao Luo,



Xutao Li,



Guotao Liang,



Yunming Ye,



Xiaochen Qi,



Yao He",,,
Learning Inclusion Matching for Animation Paint Bucket Colorization,"Yuekun Dai,



Shangchen Zhou,



Qinyue Li,



Chongyi Li,



Chen Change Loy",,,
Editable Scene Simulation for Autonomous Driving via Collaborative LLM-Agents,"Yuxi Wei,



Zi Wang,



Yifan Lu,



Chenxin Xu,



Changxing Liu,



Hao Zhao,



Siheng Chen,



Yanfeng Wang",,,
SAM-6D: Segment Anything Model Meets Zero-Shot 6D Object Pose Estimation,"Jiehong Lin,



Lihua Liu,



Dekun Lu,



Kui Jia",,,
InceptionNeXt: When Inception Meets ConvNeXt,"Weihao Yu,



Pan Zhou,



Shuicheng Yan,



Xinchao Wang",,,
